"Heart Rate","RR","P Wave Duration","PR Segment","PR Interval","QRS Interval","T Wave Duration","ST Segment","QT Interval","QT Corrected (Bazett)",
103.448,580,68,48,116,68,160,80,308,404.424,
103.448,580,64,48,112,68,168,76,312,409.676,
102.74,584,68,48,116,68,164,76,308,403.036,
102.74,584,68,48,116,72,168,72,312,408.271,
102.041,588,68,48,116,76,168,72,316,412.096,
102.041,588,68,48,116,68,168,76,312,406.88,
102.74,584,68,52,120,68,172,72,312,408.271,
103.448,580,64,52,116,64,164,80,308,404.424,
104.167,576,68,52,120,68,168,76,312,411.096,
104.167,576,64,48,112,72,168,72,312,411.096,
103.448,580,72,48,120,68,168,76,312,409.676,
102.74,584,72,48,120,68,164,80,312,408.271,
102.041,588,60,56,116,68,160,80,308,401.663,
102.041,588,64,48,112,72,164,76,312,406.88,
100.671,596,68,44,112,68,168,76,312,404.14,
100.671,596,64,48,112,68,164,80,312,404.14,
100.671,596,68,44,112,72,164,80,316,409.321,
99.3377,604,64,44,108,68,164,80,312,401.454,
100,600,68,44,112,72,168,76,316,407.954,
99.3377,604,64,48,112,72,164,76,312,401.454,
99.3377,604,68,44,112,72,164,80,316,406.601,
100,600,64,48,112,72,168,72,312,402.79,
98.6842,608,68,48,116,72,168,76,316,405.261,
96.1538,624,68,48,116,68,168,76,312,394.968,
96.1538,624,68,48,116,72,168,72,312,394.968,
96.1538,624,72,48,120,68,172,76,316,400.032,
95.5414,628,68,48,116,72,172,72,316,398.756,
95.5414,628,72,48,120,72,172,72,316,398.756,
96.1538,624,68,48,116,72,168,76,316,400.032,
96.7742,620,64,48,112,68,168,76,312,396.24,
94.9367,632,72,48,120,68,168,76,312,392.461,
96.7742,620,64,48,112,68,168,80,316,401.32,
96.1538,624,72,48,120,72,172,72,316,400.032,
96.7742,620,68,48,116,68,168,76,312,396.24,
97.4026,616,68,44,112,72,168,76,316,402.621,
96.7742,620,72,44,116,72,168,76,316,401.32,
96.1538,624,68,44,112,76,168,72,316,400.032,
95.5414,628,68,44,112,72,172,76,320,403.804,
93.75,640,72,44,116,72,176,72,320,400,
92.0245,652,68,48,116,72,176,72,320,396.302,
89.8204,668,68,44,112,72,180,72,324,396.421,
88.7574,676,68,44,112,72,172,76,320,389.203,
87.2093,688,76,44,120,72,180,72,324,390.617,
85.7143,700,72,44,116,72,176,76,324,387.254,
83.7989,716,72,44,116,72,180,76,328,387.63,
86.7052,692,68,48,116,72,176,76,324,389.486,
87.7193,684,72,40,112,72,176,76,324,391.757,
86.2069,696,72,48,120,72,176,72,320,383.571,
88.2353,680,68,48,116,72,176,76,324,392.908,
88.7574,676,76,48,124,68,176,76,320,389.203,
93.1677,644,76,44,120,76,172,76,324,403.74,
96.1538,624,68,44,112,72,172,76,320,405.096,
98.0392,612,60,48,108,72,172,76,320,409.048,
100,600,72,44,116,72,164,80,316,407.954,
101.351,592,64,48,112,72,172,76,320,415.9,
102.74,584,64,44,108,72,172,72,316,413.505,
103.448,580,64,48,112,72,172,72,316,414.928,
104.167,576,64,44,108,72,168,72,312,411.096,
104.895,572,64,48,112,72,172,72,316,417.82,
104.167,576,64,48,112,68,168,72,308,405.826,
105.634,568,64,44,108,72,168,68,308,408.674,
104.895,572,64,48,112,68,168,76,312,412.531,
105.634,568,64,48,112,72,172,72,316,419.288,
105.634,568,60,44,104,72,164,76,312,413.981,
105.634,568,60,48,108,68,168,72,308,408.674,
107.143,560,60,48,108,68,164,72,304,406.237,
107.914,556,64,48,112,64,168,76,308,413.06,
107.914,556,60,48,108,68,168,72,308,413.06,
107.143,560,60,48,108,68,164,72,304,406.237,
107.914,556,60,48,108,68,168,72,308,413.06,
107.914,556,68,44,112,68,164,76,308,413.06,
107.143,560,64,44,108,72,168,72,312,416.928,
106.383,564,64,48,112,68,168,72,308,410.12,
107.143,560,64,48,112,68,168,72,308,411.582,
106.383,564,64,48,112,68,168,72,308,410.12,
105.634,568,64,48,112,68,164,72,304,403.366,
106.383,564,56,48,104,68,168,72,308,410.12,
105.634,568,64,48,112,68,160,76,304,403.366,
104.167,576,64,48,112,68,172,72,312,411.096,
103.448,580,64,44,108,68,164,80,312,409.676,
102.74,584,60,44,104,72,168,76,316,413.505,
102.041,588,60,44,104,72,172,72,316,412.096,
102.74,584,60,44,104,68,164,76,308,403.036,
103.448,580,64,44,108,72,168,72,312,409.676,
102.74,584,64,44,108,72,168,72,312,408.271,
100.671,596,60,44,104,68,164,76,308,398.958,
101.351,592,64,44,108,72,160,76,308,400.304,
101.351,592,64,44,108,72,164,76,312,405.503,
100,600,60,48,108,68,164,80,312,402.79,
101.351,592,60,48,108,72,168,76,316,410.701,
101.351,592,56,48,104,72,168,72,312,405.503,
102.041,588,64,44,108,68,164,76,308,401.663,
102.041,588,64,44,108,68,168,76,312,406.88,
103.448,580,60,48,108,68,160,80,308,404.424,
103.448,580,64,44,108,72,160,76,308,404.424,
102.74,584,68,44,112,72,168,72,312,408.271,
100.671,596,64,48,112,72,168,72,312,404.14,
100.671,596,64,44,108,72,168,76,316,409.321,
100,600,64,44,108,72,164,76,312,402.79,
100.671,596,68,48,116,68,164,76,308,398.958,
101.351,592,64,48,112,68,164,76,308,400.304,
101.351,592,64,48,112,72,168,72,312,405.503,
100.671,596,60,44,104,72,168,72,312,404.14,
99.3377,604,64,44,108,72,164,76,312,401.454,
99.3377,604,68,44,112,72,168,72,312,401.454,
98.6842,608,64,48,112,72,168,72,312,400.132,
98.6842,608,64,48,112,68,164,76,308,395.002,
100.671,596,64,44,108,72,164,72,308,398.958,
102.041,588,56,48,104,72,168,72,312,406.88,
102.74,584,68,44,112,72,160,76,308,403.036,
104.895,572,76,44,120,76,164,76,316,417.82,
101.351,592,76,48,124,72,164,76,312,405.503,
105.634,568,68,48,116,76,160,76,312,413.981,
102.74,584,64,52,116,68,160,80,308,403.036,
104.167,576,72,44,116,72,164,80,316,416.367,
103.448,580,76,48,124,72,152,88,312,409.676,
102.74,584,72,44,116,72,160,80,312,408.271,
102.74,584,68,44,112,72,160,80,312,408.271,
102.74,584,72,40,112,72,148,88,308,403.036,
101.351,592,60,44,104,72,156,84,312,405.503,
100,600,64,48,112,68,164,80,312,402.79,
102.041,588,64,44,108,68,164,80,312,406.88,
103.448,580,68,44,112,72,160,76,308,404.424,
102.041,588,72,40,112,72,176,72,320,417.312,
102.041,588,64,56,120,68,172,76,316,412.096,
102.74,584,72,56,128,68,156,88,312,408.271,
103.448,580,64,52,116,72,164,80,316,414.928,
103.448,580,60,48,108,68,164,72,304,399.172,
104.895,572,64,48,112,68,168,72,308,407.242,
105.634,568,64,44,108,68,164,76,308,408.674,
106.383,564,68,48,116,72,168,72,312,415.446,
105.634,568,72,48,120,68,168,72,308,408.674,
107.143,560,72,48,120,68,164,72,304,406.237,
107.143,560,68,48,116,68,168,72,308,411.582,
107.914,556,68,48,116,68,164,72,304,407.696,
107.143,560,68,52,120,68,172,68,308,411.582,
107.914,556,68,48,116,68,160,76,304,407.696,
108.696,552,76,52,128,68,168,72,308,414.554,
107.143,560,60,52,112,64,164,72,300,400.892,
107.914,556,64,52,116,64,160,76,300,402.331,
108.696,552,60,48,108,64,160,76,300,403.786,
108.696,552,64,48,112,68,164,72,304,409.17,
108.696,552,72,44,116,68,168,72,308,414.554,
108.696,552,52,48,100,68,168,68,304,409.17,
107.914,556,60,48,108,64,164,72,300,402.331,
107.143,560,48,48,96,64,164,72,300,400.892,
106.383,564,60,48,108,64,172,72,308,410.12,
104.167,576,68,52,120,68,164,72,304,400.555,
103.448,580,60,44,104,68,168,72,308,404.424,
103.448,580,60,48,108,72,164,72,308,404.424,
103.448,580,68,44,112,68,164,72,304,399.172,
103.448,580,60,44,104,68,156,84,308,404.424,
104.167,576,64,48,112,68,156,80,304,400.555,
104.895,572,68,48,116,68,172,72,312,412.531,
105.634,568,64,48,112,68,172,72,312,413.981,
103.448,580,60,48,108,68,160,76,304,399.172,
103.448,580,64,48,112,68,164,76,308,404.424,
100.671,596,68,44,112,72,164,76,312,404.14,
95.5414,628,68,44,112,72,168,72,312,393.708,
91.4634,656,68,40,108,76,168,76,320,395.092,
89.2857,672,68,44,112,72,172,72,316,385.481,
89.8204,668,68,48,116,72,180,68,320,391.527,
92.0245,652,68,44,112,72,176,72,320,396.302,
93.75,640,68,44,112,72,176,72,320,400,
95.5414,628,64,48,112,68,168,80,316,398.756,
95.5414,628,72,48,120,72,164,80,316,398.756,
98.0392,612,60,48,108,72,164,76,312,398.822,
97.4026,616,68,48,116,72,172,72,316,402.621,
98.0392,612,68,44,112,72,164,76,312,398.822,
96.1538,624,68,44,112,72,164,80,316,400.032,
96.1538,624,68,40,108,72,164,80,316,400.032,
96.1538,624,68,48,116,68,164,80,312,394.968,
96.7742,620,68,44,112,72,160,84,316,401.32,
97.4026,616,72,44,116,72,168,80,320,407.718,
97.4026,616,68,48,116,72,164,80,316,402.621,
98.0392,612,64,44,108,72,168,80,320,409.048,
99.3377,604,68,44,112,72,168,76,316,406.601,
100,600,68,44,112,68,172,76,316,407.954,
101.351,592,68,40,108,72,172,76,320,415.9,
102.041,588,72,44,116,76,168,72,316,412.096,
103.448,580,68,44,112,72,168,76,316,414.928,
103.448,580,64,48,112,72,168,76,316,414.928,
102.74,584,68,52,120,68,168,72,308,403.036,
104.167,576,72,52,124,72,156,80,308,405.826,
103.448,580,68,52,120,72,160,80,312,409.676,
100,600,68,44,112,72,160,80,312,402.79,
96.1538,624,72,48,120,72,164,80,316,400.032,
95.5414,628,72,48,120,72,164,76,312,393.708,
94.9367,632,64,48,112,68,160,84,312,392.461,
96.7742,620,68,48,116,72,168,76,316,401.32,
95.5414,628,68,48,116,68,168,80,316,398.756,
97.4026,616,72,48,120,72,168,76,316,402.621,
97.4026,616,68,48,116,72,172,76,320,407.718,
98.0392,612,68,52,120,72,172,72,316,403.935,
98.6842,608,72,48,120,72,164,76,312,400.132,
98.0392,612,56,56,112,68,172,76,316,403.935,
97.4026,616,68,44,112,76,172,76,324,412.814,
99.3377,604,68,48,116,72,164,80,316,406.601,
99.3377,604,64,40,104,72,168,76,316,406.601,
101.351,592,68,48,116,72,164,80,316,410.701,
100.671,596,64,52,116,72,164,80,316,409.321,
102.041,588,60,52,112,72,172,72,316,412.096,
102.74,584,64,52,116,68,160,80,308,403.036,
103.448,580,64,52,116,68,168,80,316,414.928,
102.041,588,68,48,116,72,164,76,312,406.88,
101.351,592,68,52,120,72,164,76,312,405.503,
100.671,596,64,52,116,68,164,76,308,398.958,
101.351,592,68,48,116,68,168,76,312,405.503,
100.671,596,68,48,116,68,168,76,312,404.14,
100.671,596,68,48,116,72,164,80,316,409.321,
99.3377,604,68,48,116,72,164,76,312,401.454,
98.0392,612,68,48,116,68,160,80,308,393.709,
96.7742,620,68,44,112,72,168,76,316,401.32,
95.5414,628,72,48,120,72,172,72,316,398.756,
96.1538,624,72,44,116,72,172,72,316,400.032,
93.1677,644,68,48,116,72,176,72,320,398.756,
93.75,640,72,44,116,72,172,76,320,400,
90.3614,664,68,48,116,72,176,72,320,392.705,
91.4634,656,72,44,116,76,176,72,324,400.03,
90.9091,660,68,48,116,72,176,72,320,393.893,
89.8204,668,72,44,116,72,172,76,320,391.527,
89.8204,668,72,48,120,72,176,72,320,391.527,
89.8204,668,72,44,116,72,176,76,324,396.421,
90.3614,664,72,48,120,72,172,76,320,392.705,
90.9091,660,76,44,120,72,176,72,320,393.893,
92.5926,648,72,48,120,72,172,76,320,397.523,
95.5414,628,68,48,116,72,168,80,320,403.804,
96.1538,624,68,48,116,72,164,80,316,400.032,
97.4026,616,68,44,112,72,168,80,320,407.718,
95.5414,628,60,48,108,72,168,80,320,403.804,
89.8204,668,72,48,120,72,168,76,316,386.633,
89.2857,672,72,48,120,72,172,76,320,390.36,
86.7052,692,72,44,116,76,172,72,320,384.678,
85.7143,700,72,48,120,72,176,72,320,382.473,
87.2093,688,72,40,112,72,176,76,324,390.617,
90.3614,664,76,44,120,72,180,76,328,402.522,
90.9091,660,76,44,120,72,176,76,324,398.816,
93.1677,644,72,44,116,72,176,76,324,403.74,
92.0245,652,68,48,116,72,176,76,324,401.256,
89.8204,668,76,44,120,72,172,76,320,391.527,
90.9091,660,72,44,116,72,172,76,320,393.893,
92.0245,652,72,48,120,68,172,76,316,391.348,
96.7742,620,72,44,116,72,172,72,316,401.32,
95.5414,628,72,48,120,68,176,76,320,403.804,
95.5414,628,68,44,112,72,172,76,320,403.804,
96.7742,620,72,48,120,72,176,72,320,406.4,
98.6842,608,72,44,116,76,168,76,320,410.391,
100,600,68,48,116,72,164,80,316,407.954,
100,600,68,48,116,72,160,76,308,397.626,
98.6842,608,64,48,112,72,168,76,316,405.261,
97.4026,616,72,44,116,72,172,76,320,407.718,
94.9367,632,68,48,116,68,172,76,316,397.492,
94.9367,632,64,52,116,68,172,76,316,397.492,
96.1538,624,68,48,116,72,172,72,316,400.032,
97.4026,616,68,44,112,72,172,76,320,407.718,
96.7742,620,68,48,116,72,168,76,316,401.32,
97.4026,616,68,44,112,72,172,76,320,407.718,
96.7742,620,68,44,112,72,168,76,316,401.32,
97.4026,616,64,44,108,72,172,76,320,407.718,
95.5414,628,68,44,112,76,168,76,320,403.804,
91.4634,656,64,48,112,72,172,76,320,395.092,
88.2353,680,68,48,116,72,176,72,320,388.057,
87.2093,688,72,44,116,72,168,80,320,385.794,
85.2273,704,68,44,112,76,176,72,324,386.152,
85.2273,704,72,44,116,76,176,72,324,386.152,
86.7052,692,76,44,120,76,176,72,324,389.486,
87.7193,684,68,44,112,76,172,76,324,391.757,
85.2273,704,68,44,112,76,176,68,320,381.385,
85.7143,700,72,44,116,72,180,72,324,387.254,
87.2093,688,68,44,112,72,180,72,324,390.617,
89.2857,672,68,44,112,76,176,72,324,395.24,
90.9091,660,68,44,112,72,176,76,324,398.816,
91.4634,656,64,44,108,72,172,76,320,395.092,
92.5926,648,60,48,108,68,172,80,320,397.523,
96.7742,620,72,44,116,72,172,76,320,406.4,
97.4026,616,64,48,112,72,168,76,316,402.621,
98.0392,612,68,44,112,76,168,76,320,409.048,
98.0392,612,68,44,112,72,172,76,320,409.048,
98.0392,612,64,44,108,72,164,76,312,398.822,
97.4026,616,64,48,112,68,168,80,316,402.621,
95.5414,628,64,48,112,72,168,76,316,398.756,
92.5926,648,64,48,112,72,180,72,324,402.492,
91.4634,656,68,44,112,76,172,76,324,400.03,
89.8204,668,68,48,116,72,172,76,320,391.527,
88.7574,676,68,44,112,72,176,76,324,394.068,
85.2273,704,72,40,112,76,180,72,328,390.92,
85.2273,704,72,44,116,72,176,72,320,381.385,
87.7193,684,72,44,116,76,176,72,324,391.757,
87.7193,684,68,44,112,76,176,72,324,391.757,
88.7574,676,72,44,116,72,176,76,324,394.068,
89.2857,672,72,44,116,72,168,80,320,390.36,
92.0245,652,68,48,116,72,172,76,320,396.302,
93.1677,644,68,44,112,76,172,72,320,398.756,
93.1677,644,60,48,108,68,172,80,320,398.756,
93.1677,644,68,48,116,68,172,80,320,398.756,
94.3396,636,72,44,116,72,172,76,320,401.256,
94.9367,632,68,44,112,72,172,76,320,402.524,
94.3396,636,72,40,112,72,176,76,324,406.272,
93.1677,644,68,48,116,72,172,76,320,398.756,
93.1677,644,68,44,112,72,172,76,320,398.756,
93.75,640,68,44,112,72,168,80,320,400,
93.1677,644,64,48,112,72,168,80,320,398.756,
93.1677,644,68,48,116,72,176,72,320,398.756,
94.3396,636,68,44,112,72,176,76,324,406.272,
94.9367,632,72,44,116,72,172,76,320,402.524,
94.9367,632,64,48,112,68,172,80,320,402.524,
97.4026,616,72,44,116,72,168,76,316,402.621,
97.4026,616,64,52,116,68,168,80,316,402.621,
99.3377,604,64,44,108,72,168,80,320,411.748,
100,600,60,48,108,72,164,80,316,407.954,
100.671,596,68,44,112,72,164,80,316,409.321,
99.3377,604,64,48,112,68,168,80,316,406.601,
99.3377,604,64,44,108,72,168,76,316,406.601,
97.4026,616,64,48,112,72,164,80,316,402.621,
96.1538,624,68,44,112,72,172,76,320,405.096,
95.5414,628,68,44,112,72,172,76,320,403.804,
93.1677,644,64,48,112,72,168,76,316,393.771,
94.3396,636,64,48,112,72,172,76,320,401.256,
95.5414,628,64,44,108,72,168,80,320,403.804,
94.3396,636,68,44,112,72,168,80,320,401.256,
93.75,640,68,44,112,76,176,72,324,405,
93.1677,644,68,48,116,72,172,76,320,398.756,
95.5414,628,68,40,108,76,172,76,324,408.851,
96.1538,624,60,48,108,72,172,76,320,405.096,
97.4026,616,68,44,112,72,168,80,320,407.718,
96.7742,620,64,48,112,72,168,76,316,401.32,
98.6842,608,68,44,112,72,168,80,320,410.391,
98.0392,612,64,48,112,68,168,80,316,403.935,
99.3377,604,68,44,112,72,168,80,320,411.748,
97.4026,616,64,48,112,72,172,76,320,407.718,
98.0392,612,64,48,112,72,172,76,320,409.048,
98.0392,612,64,44,108,72,168,76,316,403.935,
97.4026,616,68,44,112,72,164,80,316,402.621,
96.1538,624,68,48,116,72,168,76,316,400.032,
96.7742,620,64,48,112,72,172,76,320,406.4,
96.1538,624,68,48,116,72,168,76,316,400.032,
98.0392,612,68,44,112,72,172,76,320,409.048,
99.3377,604,60,44,104,72,172,76,320,411.748,
98.6842,608,64,48,112,72,168,80,320,410.391,
98.6842,608,64,48,112,72,168,76,316,405.261,
100.671,596,64,44,108,72,172,76,320,414.502,
101.351,592,72,44,116,72,168,76,316,410.701,
101.351,592,68,44,112,72,164,76,312,405.503,
100,600,64,48,112,72,160,80,312,402.79,
98.6842,608,64,48,112,72,164,80,316,405.261,
98.0392,612,68,48,116,72,172,72,316,403.935,
98.0392,612,64,44,108,72,160,80,312,398.822,
97.4026,616,68,44,112,72,164,80,316,402.621,
94.9367,632,68,48,116,72,168,76,316,397.492,
93.75,640,64,44,108,72,176,76,324,405,
93.75,640,68,44,112,72,176,76,324,405,
92.5926,648,68,48,116,68,176,76,320,397.523,
93.1677,644,64,44,108,72,176,76,324,403.74,
93.1677,644,64,44,108,72,176,72,320,398.756,
94.9367,632,64,48,112,72,176,72,320,402.524,
94.9367,632,68,44,112,72,172,76,320,402.524,
93.75,640,64,48,112,72,172,72,316,395,
94.9367,632,68,48,116,68,168,80,316,397.492,
96.1538,624,64,48,112,68,172,80,320,405.096,
97.4026,616,68,44,112,72,164,80,316,402.621,
97.4026,616,64,48,112,68,172,76,316,402.621,
96.1538,624,68,48,116,72,168,76,316,400.032,
96.1538,624,64,48,112,68,168,80,316,400.032,
96.7742,620,64,44,108,72,172,76,320,406.4,
94.9367,632,68,48,116,68,168,80,316,397.492,
94.3396,636,68,44,112,72,172,76,320,401.256,
93.75,640,72,44,116,72,172,76,320,400,
94.9367,632,64,44,108,72,172,76,320,402.524,
94.9367,632,64,44,108,72,176,76,324,407.555,
94.3396,636,64,44,108,76,172,72,320,401.256,
93.75,640,64,48,112,68,168,80,316,395,
93.75,640,64,48,112,68,172,80,320,400,
94.3396,636,64,48,112,68,172,76,316,396.24,
95.5414,628,68,48,116,72,168,76,316,398.756,
95.5414,628,68,44,112,72,172,76,320,403.804,
93.75,640,64,44,108,72,168,80,320,400,
94.3396,636,68,48,116,68,172,80,320,401.256,
96.1538,624,64,48,112,72,168,76,316,400.032,
96.1538,624,68,44,112,72,172,76,320,405.096,
94.9367,632,64,48,112,68,172,80,320,402.524,
94.9367,632,64,48,112,72,176,72,320,402.524,
95.5414,628,68,48,116,72,172,76,320,403.804,
96.1538,624,68,44,112,72,172,76,320,405.096,
95.5414,628,64,44,108,72,172,76,320,403.804,
94.9367,632,68,48,116,72,168,76,316,397.492,
95.5414,628,64,44,108,72,172,80,324,408.851,
95.5414,628,68,44,112,72,172,76,320,403.804,
94.3396,636,64,48,112,72,176,72,320,401.256,
92.0245,652,68,48,116,76,172,76,324,401.256,
91.4634,656,68,48,116,72,172,76,320,395.092,
93.1677,644,64,48,112,72,176,72,320,398.756,
93.75,640,64,48,112,72,172,72,316,395,
94.3396,636,68,48,116,72,172,76,320,401.256,
94.3396,636,68,48,116,68,168,80,316,396.24,
96.1538,624,64,44,108,72,168,80,320,405.096,
96.1538,624,60,48,108,72,168,76,316,400.032,
96.7742,620,64,44,108,72,168,76,316,401.32,
95.5414,628,64,44,108,72,172,76,320,403.804,
94.9367,632,60,48,108,72,168,76,316,397.492,
96.7742,620,68,44,112,72,172,76,320,406.4,
98.0392,612,64,48,112,72,168,76,316,403.935,
98.6842,608,68,44,112,72,172,76,320,410.391,
96.1538,624,68,48,116,72,168,76,316,400.032,
96.7742,620,64,48,112,72,172,76,320,406.4,
96.7742,620,60,48,108,68,172,76,316,401.32,
98.6842,608,60,44,104,76,164,76,316,405.261,
99.3377,604,60,48,108,76,156,84,316,406.601,
97.4026,616,60,44,104,72,164,84,320,407.718,
90.3614,664,72,40,112,76,172,76,324,397.613,
92.5926,648,68,44,112,72,172,76,320,397.523,
93.1677,644,68,44,112,72,176,76,324,403.74,
92.5926,648,68,44,112,72,172,76,320,397.523,
93.1677,644,72,44,116,72,176,76,324,403.74,
92.5926,648,68,48,116,72,172,76,320,397.523,
93.75,640,72,44,116,72,168,80,320,400,
94.9367,632,68,44,112,68,172,80,320,402.524,
96.7742,620,56,52,108,72,168,80,320,406.4,
97.4026,616,64,48,112,68,172,76,316,402.621,
98.0392,612,68,48,116,72,172,72,316,403.935,
98.0392,612,64,48,112,72,176,72,320,409.048,
98.0392,612,68,48,116,68,168,80,316,403.935,
97.4026,616,68,44,112,72,168,76,316,402.621,
96.1538,624,68,48,116,72,172,76,320,405.096,
95.5414,628,64,44,108,72,176,76,324,408.851,
93.75,640,64,48,112,72,176,72,320,400,
93.1677,644,64,48,112,68,176,76,320,398.756,
93.75,640,68,48,116,68,176,76,320,400,
95.5414,628,68,44,112,72,172,76,320,403.804,
96.1538,624,64,44,108,72,176,76,324,410.159,
96.1538,624,64,44,108,72,172,76,320,405.096,
96.7742,620,64,48,112,72,168,76,316,401.32,
98.6842,608,64,44,108,72,168,80,320,410.391,
98.6842,608,64,44,108,72,168,76,316,405.261,
100.671,596,64,44,108,72,168,76,316,409.321,
102.041,588,64,44,108,72,168,76,316,412.096,
102.041,588,64,48,112,68,176,72,316,412.096,
102.74,584,64,44,108,72,164,76,312,408.271,
102.74,584,68,44,112,72,176,72,320,418.739,
103.448,580,64,44,108,68,164,80,312,409.676,
102.74,584,64,48,112,68,164,80,312,408.271,
101.351,592,60,48,108,68,164,80,312,405.503,
98.6842,608,68,44,112,72,168,76,316,405.261,
96.7742,620,64,48,112,68,168,76,312,396.24,
96.7742,620,64,44,108,72,172,76,320,406.4,
96.1538,624,64,44,108,72,168,76,316,400.032,
96.7742,620,64,44,108,72,168,76,316,401.32,
94.9367,632,68,44,112,72,168,80,320,402.524,
93.75,640,64,44,108,72,172,76,320,400,
94.3396,636,60,48,108,68,168,80,316,396.24,
94.9367,632,64,44,108,76,172,72,320,402.524,
94.3396,636,64,44,108,72,176,72,320,401.256,
93.75,640,64,48,112,72,172,76,320,400,
94.3396,636,64,48,112,72,168,76,316,396.24,
96.1538,624,64,44,108,72,172,76,320,405.096,
96.1538,624,60,48,108,72,176,72,320,405.096,
94.9367,632,60,48,108,72,172,72,316,397.492,
94.9367,632,68,48,116,72,172,76,320,402.524,
95.5414,628,68,44,112,72,172,76,320,403.804,
95.5414,628,64,48,112,68,168,80,316,398.756,
96.7742,620,68,48,116,72,168,76,316,401.32,
96.7742,620,64,52,116,72,168,76,316,401.32,
97.4026,616,68,48,116,68,168,80,316,402.621,
96.7742,620,68,48,116,72,176,72,320,406.4,
96.1538,624,72,48,120,68,172,76,316,400.032,
95.5414,628,68,48,116,72,172,76,320,403.804,
95.5414,628,72,48,120,72,168,80,320,403.804,
96.1538,624,72,44,116,72,168,80,320,405.096,
94.9367,632,68,48,116,72,172,76,320,402.524,
95.5414,628,64,52,116,68,168,80,316,398.756,
96.7742,620,72,44,116,72,176,72,320,406.4,
97.4026,616,72,48,120,72,172,76,320,407.718,
99.3377,604,68,48,116,72,172,76,320,411.748,
99.3377,604,64,48,112,68,168,80,316,406.601,
100,600,68,48,116,72,172,76,320,413.118,
99.3377,604,68,44,112,72,172,76,320,411.748,
98.6842,608,64,48,112,72,168,76,316,405.261,
99.3377,604,72,44,116,72,168,76,316,406.601,
99.3377,604,72,44,116,72,172,72,316,406.601,
99.3377,604,68,48,116,72,168,76,316,406.601,
98.0392,612,72,48,120,72,164,76,312,398.822,
98.6842,608,72,44,116,72,168,80,320,410.391,
96.7742,620,68,48,116,72,172,72,316,401.32,
97.4026,616,72,44,116,72,168,76,316,402.621,
96.1538,624,68,48,116,72,168,76,316,400.032,
96.1538,624,72,44,116,72,172,76,320,405.096,
94.3396,636,68,48,116,72,172,76,320,401.256,
92.5926,648,72,44,116,68,176,76,320,397.523,
92.0245,652,76,44,120,76,176,72,324,401.256,
92.0245,652,72,48,120,72,176,76,324,401.256,
91.4634,656,72,44,116,72,172,76,320,395.092,
89.8204,668,68,48,116,72,172,76,320,391.527,
89.2857,672,76,44,120,72,180,72,324,395.24,
88.2353,680,72,44,116,72,180,72,324,392.908,
89.2857,672,72,48,120,72,176,72,320,390.36,
89.2857,672,76,40,116,72,176,76,324,395.24,
88.2353,680,72,40,112,76,176,72,324,392.908,
88.2353,680,80,40,120,76,180,68,324,392.908,
87.7193,684,72,44,116,76,176,72,324,391.757,
89.2857,672,68,48,116,68,176,76,320,390.36,
90.3614,664,68,44,112,72,172,76,320,392.705,
91.4634,656,72,44,116,72,180,72,324,400.03,
92.5926,648,76,44,120,76,180,68,324,402.492,
92.5926,648,68,48,116,72,180,72,324,402.492,
93.75,640,72,48,120,68,172,76,316,395,
95.5414,628,72,48,120,72,172,76,320,403.804,
96.7742,620,64,48,112,72,172,76,320,406.4,
98.0392,612,64,52,116,68,168,80,316,403.935,
100,600,68,44,112,72,168,76,316,407.954,
99.3377,604,64,48,112,72,164,76,312,401.454,
100,600,72,44,116,72,176,72,320,413.118,
98.0392,612,68,48,116,72,168,76,316,403.935,
98.6842,608,64,48,112,72,164,76,312,400.132,
98.6842,608,64,48,112,68,168,76,312,400.132,
98.0392,612,68,48,116,68,168,80,316,403.935,
96.7742,620,68,48,116,72,172,72,316,401.32,
96.7742,620,68,48,116,72,172,76,320,406.4,
96.7742,620,64,48,112,72,164,76,312,396.24,
96.7742,620,68,44,112,72,172,72,316,401.32,
96.7742,620,64,48,112,72,168,76,316,401.32,
98.0392,612,64,48,112,68,168,80,316,403.935,
98.6842,608,68,48,116,68,172,76,316,405.261,
99.3377,604,72,44,116,72,168,76,316,406.601,
98.0392,612,68,48,116,72,164,76,312,398.822,
97.4026,616,64,48,112,68,168,80,316,402.621,
96.7742,620,72,48,120,72,164,76,312,396.24,
96.7742,620,68,48,116,68,172,80,320,406.4,
96.1538,624,72,44,116,72,168,76,316,400.032,
96.7742,620,64,48,112,72,168,76,316,401.32,
98.6842,608,68,44,112,72,168,76,316,405.261,
98.6842,608,68,48,116,72,168,76,316,405.261,
100,600,68,48,116,72,164,80,316,407.954,
100,600,72,44,116,72,164,80,316,407.954,
98.6842,608,68,48,116,72,168,72,312,400.132,
98.0392,612,68,48,116,72,160,80,312,398.822,
95.5414,628,76,44,120,72,168,80,320,403.804,
93.75,640,68,48,116,72,168,76,316,395,
92.0245,652,68,48,116,72,172,76,320,396.302,
92.0245,652,68,48,116,72,172,80,324,401.256,
91.4634,656,72,48,120,72,172,76,320,395.092,
92.5926,648,68,48,116,68,172,76,316,392.554,
94.9367,632,64,48,112,72,172,76,320,402.524,
94.9367,632,68,48,116,72,168,76,316,397.492,
95.5414,628,72,48,120,72,172,76,320,403.804,
96.7742,620,64,48,112,72,168,76,316,401.32,
97.4026,616,68,44,112,72,168,76,316,402.621,
